CODMUNRES,ano_nasc,Qtd_Robson10,Qtd_Robson9,Qtd_Robson8,Qtd_Robson7,Qtd_Robson6,Qtd_Robson5,Qtd_Robson4,Qtd_Robson3,Qtd_Robson2,Qtd_Robson1,Qtd_cesariana,Qtd_Total
314085,2015,2.0,0.0,2.0,2.0,0.0,12.0,1.0,9.0,2.0,7.0,38.0,126
314085,2016,4.0,1.0,3.0,2.0,2.0,12.0,7.0,2.0,6.0,1.0,42.0,126
314085,2017,4.0,0.0,2.0,1.0,3.0,6.0,5.0,2.0,8.0,4.0,38.0,101
314085,2018,7.0,0.0,0.0,2.0,1.0,12.0,6.0,7.0,3.0,1.0,40.0,123
314085,2019,1.0,0.0,0.0,1.0,1.0,16.0,4.0,0.0,2.0,6.0,37.0,122
314090,2012,23.0,0.0,4.0,3.0,1.0,34.0,23.0,5.0,44.0,14.0,164.0,281
314090,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,285
314090,2014,12.0,2.0,11.0,9.0,4.0,38.0,18.0,9.0,33.0,15.0,161.0,260
314090,2015,13.0,1.0,2.0,7.0,3.0,39.0,17.0,5.0,27.0,10.0,129.0,287
314090,2016,14.0,13.0,4.0,8.0,5.0,41.0,11.0,2.0,51.0,6.0,165.0,278
314090,2017,11.0,3.0,6.0,6.0,2.0,61.0,14.0,18.0,17.0,32.0,176.0,301
314090,2018,15.0,1.0,2.0,4.0,3.0,76.0,15.0,18.0,22.0,30.0,190.0,310
314090,2019,10.0,0.0,6.0,0.0,1.0,72.0,14.0,9.0,32.0,12.0,156.0,257
314100,2012,5.0,0.0,0.0,3.0,0.0,19.0,15.0,6.0,21.0,12.0,81.0,124
314100,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,112
314100,2014,8.0,1.0,4.0,1.0,0.0,27.0,10.0,4.0,31.0,13.0,103.0,172
314100,2015,2.0,0.0,2.0,0.0,0.0,21.0,8.0,3.0,26.0,13.0,81.0,134
314100,2016,8.0,0.0,0.0,0.0,1.0,31.0,6.0,6.0,22.0,12.0,99.0,142
314100,2017,9.0,0.0,5.0,1.0,1.0,27.0,10.0,5.0,16.0,11.0,93.0,141
314100,2018,6.0,0.0,1.0,0.0,0.0,34.0,5.0,9.0,17.0,21.0,102.0,153
314100,2019,6.0,0.0,4.0,0.0,5.0,27.0,3.0,6.0,11.0,40.0,102.0,152
314110,2012,29.0,1.0,8.0,2.0,7.0,71.0,33.0,14.0,95.0,43.0,342.0,517
314110,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,494
314110,2014,13.0,3.0,14.0,2.0,1.0,118.0,18.0,32.0,100.0,75.0,391.0,565
314110,2015,27.0,0.0,9.0,3.0,2.0,127.0,22.0,23.0,93.0,69.0,379.0,549
314110,2016,11.0,0.0,2.0,1.0,5.0,133.0,16.0,27.0,77.0,72.0,355.0,484
314110,2017,18.0,0.0,2.0,4.0,2.0,138.0,37.0,7.0,104.0,33.0,354.0,502
314110,2018,14.0,0.0,9.0,3.0,1.0,201.0,29.0,10.0,88.0,15.0,381.0,498
314110,2019,24.0,0.0,8.0,2.0,3.0,129.0,49.0,3.0,111.0,14.0,344.0,487
314120,2012,1.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,1.0,10.0,26.0,30
314120,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,31
314120,2014,1.0,0.0,3.0,0.0,0.0,10.0,1.0,3.0,3.0,11.0,32.0,39
314120,2015,1.0,0.0,0.0,3.0,1.0,6.0,2.0,5.0,2.0,9.0,29.0,34
314120,2016,1.0,0.0,0.0,1.0,1.0,10.0,0.0,1.0,5.0,7.0,26.0,30
314120,2017,1.0,0.0,2.0,0.0,0.0,16.0,0.0,3.0,1.0,18.0,41.0,48
314120,2018,7.0,0.0,2.0,0.0,0.0,7.0,1.0,4.0,4.0,4.0,29.0,35
314120,2019,1.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,4.0,4.0,17.0,32
314130,2012,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,18.0,35
314130,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,36
314130,2014,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0,4.0,15.0,27
314130,2015,2.0,0.0,0.0,0.0,1.0,9.0,1.0,3.0,3.0,12.0,37.0,49
314130,2016,1.0,0.0,2.0,0.0,0.0,14.0,2.0,2.0,6.0,3.0,31.0,41
314130,2017,1.0,1.0,1.0,1.0,0.0,17.0,3.0,1.0,4.0,3.0,32.0,42
314130,2018,2.0,0.0,0.0,0.0,1.0,12.0,2.0,3.0,2.0,3.0,25.0,44
314130,2019,1.0,0.0,0.0,2.0,0.0,13.0,4.0,0.0,11.0,3.0,34.0,41
314140,2012,9.0,2.0,2.0,2.0,7.0,20.0,9.0,8.0,13.0,19.0,97.0,276
314140,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,261
314140,2014,11.0,1.0,2.0,0.0,5.0,16.0,7.0,15.0,5.0,14.0,86.0,255
314140,2015,8.0,0.0,2.0,3.0,4.0,15.0,8.0,13.0,16.0,16.0,93.0,261
314140,2016,10.0,3.0,0.0,5.0,5.0,20.0,12.0,18.0,16.0,13.0,104.0,247
314140,2017,6.0,1.0,0.0,2.0,1.0,26.0,4.0,18.0,14.0,24.0,107.0,250
314140,2018,9.0,1.0,0.0,5.0,6.0,23.0,8.0,12.0,7.0,9.0,103.0,251
314140,2019,12.0,1.0,4.0,2.0,4.0,27.0,11.0,7.0,13.0,16.0,113.0,249
314150,2012,3.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,5.0,5.0,34.0,57
314150,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,63
314150,2014,1.0,0.0,0.0,0.0,1.0,14.0,3.0,1.0,0.0,17.0,40.0,66
314150,2015,7.0,1.0,0.0,2.0,1.0,15.0,0.0,5.0,4.0,8.0,46.0,62
314150,2016,5.0,1.0,2.0,1.0,0.0,7.0,1.0,1.0,2.0,7.0,33.0,56
314150,2017,1.0,0.0,2.0,1.0,3.0,19.0,0.0,2.0,3.0,8.0,48.0,74
314150,2018,1.0,0.0,0.0,0.0,1.0,11.0,3.0,7.0,3.0,10.0,44.0,65
314150,2019,1.0,0.0,0.0,1.0,0.0,21.0,2.0,0.0,0.0,2.0,28.0,50
314160,2012,4.0,2.0,0.0,2.0,1.0,15.0,1.0,1.0,13.0,11.0,52.0,90
314160,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,98
314160,2014,8.0,1.0,1.0,3.0,2.0,19.0,5.0,9.0,15.0,14.0,81.0,113
314160,2015,1.0,0.0,0.0,2.0,4.0,12.0,10.0,12.0,7.0,14.0,63.0,83
314160,2016,4.0,2.0,2.0,2.0,2.0,13.0,5.0,6.0,13.0,5.0,54.0,78
314160,2017,6.0,0.0,0.0,2.0,1.0,28.0,8.0,6.0,7.0,15.0,75.0,101
314160,2018,5.0,0.0,2.0,0.0,1.0,28.0,4.0,6.0,16.0,12.0,74.0,108
314160,2019,2.0,0.0,2.0,1.0,1.0,19.0,5.0,3.0,4.0,12.0,51.0,77
314170,2012,2.0,1.0,3.0,0.0,2.0,14.0,1.0,4.0,2.0,1.0,31.0,71
314170,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,75
314170,2014,0.0,0.0,2.0,0.0,0.0,9.0,4.0,3.0,3.0,2.0,23.0,56
314170,2015,4.0,0.0,0.0,1.0,2.0,10.0,2.0,2.0,6.0,4.0,31.0,64
314170,2016,3.0,0.0,0.0,3.0,0.0,13.0,4.0,2.0,8.0,2.0,35.0,66
314170,2017,2.0,0.0,3.0,1.0,1.0,9.0,3.0,0.0,5.0,0.0,24.0,57
314170,2018,1.0,1.0,3.0,1.0,1.0,11.0,4.0,0.0,7.0,1.0,30.0,67
314170,2019,1.0,0.0,0.0,1.0,0.0,7.0,4.0,0.0,9.0,1.0,23.0,58
314180,2012,12.0,0.0,3.0,2.0,1.0,18.0,9.0,6.0,16.0,20.0,102.0,361
314180,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,351
314180,2014,8.0,0.0,2.0,4.0,1.0,21.0,13.0,4.0,13.0,8.0,88.0,334
314180,2015,3.0,0.0,6.0,3.0,0.0,15.0,13.0,3.0,13.0,15.0,88.0,348
314180,2016,5.0,0.0,4.0,1.0,3.0,29.0,9.0,5.0,10.0,9.0,83.0,310
314180,2017,8.0,0.0,4.0,4.0,3.0,21.0,10.0,6.0,13.0,14.0,98.0,317
314180,2018,19.0,0.0,6.0,4.0,8.0,24.0,13.0,4.0,8.0,15.0,118.0,311
314180,2019,5.0,0.0,7.0,2.0,1.0,22.0,14.0,11.0,20.0,21.0,118.0,276
314190,2012,2.0,1.0,1.0,0.0,1.0,8.0,4.0,2.0,7.0,6.0,32.0,52
314190,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,40
314190,2014,1.0,0.0,2.0,1.0,0.0,10.0,1.0,2.0,3.0,5.0,25.0,35
314190,2015,2.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,2.0,9.0,22.0,43
314190,2016,2.0,0.0,2.0,0.0,0.0,5.0,1.0,3.0,3.0,7.0,23.0,31
314190,2017,2.0,1.0,0.0,0.0,0.0,14.0,2.0,2.0,6.0,6.0,33.0,46
314190,2018,2.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,4.0,15.0,34.0,44
314190,2019,2.0,0.0,2.0,1.0,0.0,12.0,2.0,7.0,5.0,9.0,40.0,49
314200,2012,10.0,0.0,9.0,2.0,5.0,28.0,12.0,0.0,33.0,5.0,108.0,190
314200,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,164
314200,2014,6.0,0.0,0.0,1.0,1.0,33.0,20.0,2.0,31.0,4.0,98.0,174
314200,2015,4.0,0.0,1.0,1.0,1.0,22.0,6.0,3.0,17.0,2.0,60.0,176
314200,2016,6.0,0.0,2.0,3.0,1.0,17.0,3.0,5.0,15.0,10.0,62.0,157
314200,2017,11.0,0.0,4.0,2.0,1.0,34.0,31.0,1.0,42.0,0.0,126.0,184
314200,2018,7.0,0.0,0.0,5.0,3.0,42.0,22.0,2.0,35.0,4.0,121.0,164
314200,2019,7.0,1.0,1.0,6.0,1.0,37.0,12.0,2.0,24.0,7.0,99.0,154
314210,2012,34.0,0.0,1.0,0.0,0.0,24.0,6.0,0.0,13.0,1.0,79.0,105
314210,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,41
314210,2014,2.0,0.0,2.0,1.0,0.0,7.0,2.0,2.0,1.0,0.0,41.0,73
314210,2015,3.0,0.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,6.0,50.0,78
314210,2016,5.0,0.0,2.0,1.0,1.0,14.0,0.0,6.0,1.0,8.0,43.0,65
314210,2017,4.0,0.0,0.0,0.0,0.0,18.0,2.0,2.0,4.0,9.0,42.0,69
314210,2018,6.0,2.0,1.0,2.0,0.0,14.0,1.0,2.0,12.0,5.0,46.0,65
314210,2019,7.0,0.0,0.0,1.0,0.0,26.0,9.0,5.0,18.0,7.0,73.0,100
314220,2012,34.0,0.0,3.0,1.0,1.0,9.0,4.0,12.0,2.0,17.0,100.0,155
314220,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,112
314220,2014,5.0,0.0,2.0,0.0,0.0,12.0,2.0,8.0,4.0,17.0,107.0,144
314220,2015,4.0,1.0,0.0,1.0,0.0,16.0,2.0,4.0,11.0,12.0,90.0,131
314220,2016,4.0,0.0,1.0,2.0,0.0,19.0,0.0,7.0,2.0,31.0,80.0,123
314220,2017,2.0,0.0,5.0,0.0,1.0,32.0,2.0,11.0,8.0,31.0,115.0,155
314220,2018,4.0,1.0,7.0,0.0,0.0,31.0,3.0,8.0,17.0,38.0,126.0,157
314220,2019,8.0,0.0,0.0,2.0,2.0,24.0,4.0,11.0,14.0,15.0,113.0,149
314225,2012,2.0,0.0,0.0,2.0,1.0,5.0,0.0,2.0,1.0,3.0,17.0,56
314225,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,43
314225,2014,2.0,1.0,0.0,0.0,0.0,4.0,1.0,7.0,1.0,8.0,24.0,54
314225,2015,1.0,0.0,0.0,4.0,0.0,7.0,0.0,4.0,0.0,2.0,18.0,49
314225,2016,5.0,0.0,0.0,0.0,1.0,10.0,4.0,2.0,1.0,5.0,28.0,65
314225,2017,4.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,5.0,16.0,51
314225,2018,1.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,5.0,3.0,21.0,44
314225,2019,2.0,0.0,2.0,0.0,1.0,4.0,2.0,6.0,2.0,3.0,24.0,52
314230,2012,3.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,5.0,3.0,22.0,40
314230,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,38
314230,2014,3.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,4.0,4.0,24.0,57
314230,2015,1.0,0.0,0.0,0.0,1.0,9.0,2.0,1.0,8.0,3.0,25.0,54
314230,2016,2.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,5.0,5.0,23.0,41
314230,2017,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,2.0,16.0,41
314230,2018,2.0,0.0,2.0,3.0,0.0,12.0,0.0,1.0,7.0,3.0,30.0,61
314230,2019,3.0,0.0,0.0,3.0,3.0,12.0,3.0,1.0,5.0,3.0,33.0,56
314240,2012,5.0,0.0,0.0,1.0,0.0,15.0,5.0,0.0,9.0,2.0,44.0,80
314240,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,80
314240,2014,2.0,1.0,0.0,0.0,0.0,13.0,1.0,1.0,10.0,6.0,38.0,75
314240,2015,5.0,0.0,4.0,5.0,0.0,15.0,0.0,1.0,9.0,1.0,45.0,75
314240,2016,2.0,0.0,0.0,2.0,0.0,16.0,4.0,3.0,17.0,2.0,46.0,83
314240,2017,2.0,0.0,0.0,2.0,0.0,16.0,3.0,1.0,9.0,2.0,35.0,65
314240,2018,7.0,0.0,0.0,1.0,1.0,16.0,2.0,0.0,12.0,2.0,41.0,72
314240,2019,3.0,0.0,2.0,2.0,0.0,15.0,6.0,0.0,15.0,1.0,44.0,80
314250,2012,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,9.0,21
314250,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24
314250,2014,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,3.0,2.0,12.0,20
314250,2015,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,4.0,11.0,26
314250,2016,2.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,4.0,15.0,27
314250,2017,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,3.0,11.0,28
314250,2018,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,3.0,0.0,10.0,22
314250,2019,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,2.0,12.0,21
314260,2012,15.0,0.0,2.0,0.0,0.0,15.0,1.0,2.0,11.0,7.0,58.0,90
314260,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,84
314260,2014,9.0,0.0,0.0,3.0,0.0,21.0,3.0,2.0,9.0,8.0,60.0,81
314260,2015,3.0,0.0,0.0,0.0,1.0,22.0,5.0,2.0,14.0,6.0,58.0,92
314260,2016,8.0,0.0,0.0,1.0,0.0,22.0,3.0,1.0,9.0,11.0,60.0,83
314260,2017,9.0,0.0,0.0,1.0,1.0,20.0,3.0,0.0,17.0,6.0,58.0,84
314260,2018,8.0,0.0,4.0,1.0,2.0,19.0,3.0,2.0,15.0,14.0,68.0,99
314260,2019,6.0,0.0,2.0,1.0,0.0,16.0,2.0,1.0,11.0,3.0,42.0,64
314270,2012,7.0,0.0,4.0,1.0,1.0,8.0,6.0,3.0,3.0,4.0,38.0,242
314270,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,234
314270,2014,2.0,1.0,2.0,1.0,2.0,10.0,4.0,5.0,4.0,8.0,39.0,199
314270,2015,2.0,0.0,4.0,3.0,1.0,15.0,1.0,5.0,8.0,13.0,56.0,195
314270,2016,6.0,2.0,5.0,0.0,1.0,12.0,7.0,4.0,12.0,13.0,64.0,206
314270,2017,6.0,3.0,0.0,3.0,2.0,23.0,13.0,13.0,14.0,12.0,91.0,199
314270,2018,8.0,0.0,4.0,1.0,2.0,21.0,13.0,6.0,13.0,21.0,91.0,212
314270,2019,5.0,0.0,0.0,2.0,0.0,22.0,9.0,6.0,7.0,8.0,60.0,192
314280,2012,11.0,0.0,6.0,1.0,8.0,52.0,5.0,12.0,26.0,42.0,166.0,240
314280,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,208
314280,2014,15.0,0.0,4.0,5.0,1.0,65.0,8.0,15.0,28.0,46.0,194.0,246
314280,2015,16.0,0.0,2.0,1.0,3.0,58.0,11.0,15.0,19.0,36.0,167.0,204
314280,2016,12.0,2.0,4.0,17.0,9.0,67.0,8.0,22.0,16.0,47.0,212.0,265
314280,2017,11.0,0.0,4.0,21.0,6.0,72.0,4.0,16.0,14.0,50.0,213.0,279
314280,2018,3.0,0.0,4.0,39.0,22.0,50.0,6.0,10.0,13.0,41.0,200.0,255
314280,2019,5.0,0.0,2.0,40.0,29.0,43.0,4.0,12.0,11.0,18.0,170.0,220
314290,2012,12.0,0.0,1.0,3.0,5.0,25.0,14.0,9.0,18.0,21.0,150.0,247
314290,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,269
314290,2014,8.0,0.0,0.0,9.0,5.0,45.0,11.0,7.0,26.0,17.0,165.0,272
314290,2015,15.0,0.0,9.0,5.0,8.0,40.0,10.0,13.0,12.0,32.0,201.0,309
314290,2016,5.0,0.0,2.0,1.0,1.0,28.0,6.0,18.0,9.0,33.0,130.0,226
314290,2017,7.0,0.0,2.0,2.0,3.0,52.0,6.0,8.0,9.0,30.0,138.0,229
314290,2018,8.0,0.0,4.0,3.0,0.0,52.0,8.0,12.0,17.0,40.0,187.0,302
314290,2019,17.0,0.0,2.0,1.0,1.0,54.0,6.0,22.0,12.0,33.0,152.0,228
314300,2012,15.0,0.0,0.0,4.0,6.0,30.0,4.0,5.0,29.0,5.0,106.0,133
314300,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,130
314300,2014,5.0,0.0,0.0,5.0,5.0,30.0,6.0,6.0,17.0,17.0,92.0,116
314300,2015,9.0,0.0,3.0,2.0,7.0,23.0,8.0,8.0,32.0,18.0,111.0,145
314300,2016,11.0,0.0,4.0,3.0,2.0,36.0,12.0,4.0,41.0,7.0,121.0,143
314300,2017,12.0,1.0,3.0,2.0,2.0,39.0,11.0,1.0,34.0,11.0,116.0,139
314300,2018,8.0,0.0,4.0,3.0,2.0,48.0,19.0,2.0,37.0,7.0,131.0,160
314300,2019,9.0,0.0,2.0,3.0,2.0,39.0,14.0,2.0,23.0,19.0,113.0,135
314310,2012,35.0,61.0,15.0,28.0,25.0,90.0,12.0,41.0,21.0,99.0,430.0,597
314310,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,632
314310,2014,45.0,3.0,2.0,35.0,39.0,127.0,19.0,33.0,48.0,120.0,472.0,621
314310,2015,45.0,0.0,4.0,11.0,8.0,136.0,12.0,26.0,50.0,92.0,384.0,573
314310,2016,30.0,2.0,10.0,8.0,8.0,132.0,23.0,34.0,81.0,78.0,409.0,581
314310,2017,28.0,0.0,9.0,10.0,6.0,154.0,29.0,28.0,48.0,104.0,421.0,604
314310,2018,25.0,1.0,4.0,4.0,6.0,161.0,23.0,28.0,68.0,79.0,403.0,577
314310,2019,23.0,0.0,8.0,4.0,5.0,160.0,32.0,33.0,78.0,82.0,428.0,594
314315,2012,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,17.0,60
314315,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,55
314315,2014,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,13.0,42
314315,2015,2.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,14.0,68
314315,2016,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,5.0,2.0,14.0,65
314315,2017,0.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,11.0,60
314315,2018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14.0,54
314315,2019,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.0,83
314320,2012,13.0,0.0,0.0,0.0,2.0,36.0,4.0,4.0,21.0,24.0,106.0,212
314320,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,251
314320,2014,9.0,1.0,4.0,0.0,2.0,32.0,7.0,7.0,25.0,11.0,99.0,217
314320,2015,3.0,0.0,6.0,0.0,2.0,34.0,12.0,4.0,23.0,15.0,102.0,223
314320,2016,6.0,0.0,2.0,5.0,1.0,37.0,11.0,6.0,23.0,7.0,98.0,204
314320,2017,9.0,0.0,4.0,3.0,7.0,38.0,7.0,5.0,28.0,6.0,110.0,209
314320,2018,8.0,1.0,8.0,6.0,3.0,43.0,7.0,7.0,32.0,12.0,127.0,237
314320,2019,12.0,1.0,4.0,4.0,2.0,43.0,11.0,6.0,19.0,17.0,121.0,241
314330,2012,234.0,12.0,98.0,64.0,89.0,800.0,121.0,137.0,533.0,534.0,2680.0,5831
314330,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2640.0,5770
314330,2014,261.0,6.0,74.0,79.0,72.0,892.0,235.0,199.0,571.0,477.0,2909.0,6297
314330,2015,253.0,10.0,86.0,80.0,71.0,864.0,193.0,196.0,427.0,509.0,2790.0,6326
314330,2016,240.0,13.0,117.0,71.0,89.0,809.0,164.0,179.0,441.0,459.0,2674.0,5916
314330,2017,257.0,17.0,103.0,136.0,108.0,907.0,220.0,165.0,537.0,425.0,2977.0,6275
314330,2018,254.0,13.0,135.0,101.0,118.0,1079.0,241.0,229.0,565.0,497.0,3309.0,6720
314330,2019,299.0,11.0,125.0,108.0,99.0,1002.0,314.0,138.0,618.0,314.0,3046.0,6207
314340,2012,19.0,0.0,9.0,2.0,2.0,41.0,2.0,6.0,23.0,31.0,137.0,199
314340,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,204
314340,2014,7.0,1.0,0.0,3.0,0.0,49.0,10.0,17.0,21.0,43.0,155.0,226
314340,2015,11.0,1.0,5.0,5.0,1.0,60.0,8.0,11.0,28.0,32.0,167.0,224
314340,2016,16.0,1.0,2.0,0.0,2.0,51.0,11.0,6.0,32.0,28.0,154.0,242
314340,2017,10.0,1.0,1.0,2.0,2.0,39.0,6.0,16.0,24.0,31.0,150.0,223
314340,2018,5.0,0.0,4.0,4.0,4.0,60.0,16.0,9.0,30.0,19.0,153.0,226
314340,2019,14.0,0.0,2.0,6.0,1.0,52.0,3.0,12.0,17.0,30.0,146.0,194
314345,2012,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,6.0,3.0,16.0,68
314345,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,89
314345,2014,2.0,0.0,0.0,0.0,2.0,10.0,5.0,2.0,5.0,3.0,30.0,80
314345,2015,4.0,1.0,3.0,0.0,2.0,11.0,3.0,1.0,6.0,5.0,37.0,83
314345,2016,2.0,0.0,0.0,1.0,1.0,6.0,5.0,3.0,11.0,4.0,34.0,65
314345,2017,1.0,0.0,0.0,2.0,1.0,10.0,8.0,2.0,11.0,2.0,37.0,87
314345,2018,4.0,1.0,0.0,1.0,1.0,10.0,4.0,3.0,9.0,4.0,37.0,81
314345,2019,2.0,0.0,6.0,0.0,0.0,11.0,5.0,5.0,7.0,9.0,47.0,71
314350,2012,3.0,0.0,0.0,1.0,1.0,7.0,4.0,0.0,9.0,4.0,29.0,80
314350,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,94
314350,2014,1.0,1.0,1.0,3.0,3.0,10.0,2.0,2.0,5.0,4.0,36.0,94
314350,2015,2.0,0.0,0.0,1.0,2.0,7.0,2.0,0.0,7.0,7.0,33.0,108
314350,2016,2.0,0.0,2.0,0.0,1.0,10.0,2.0,5.0,5.0,7.0,35.0,81
314350,2017,3.0,0.0,2.0,2.0,0.0,11.0,0.0,6.0,6.0,6.0,36.0,85
314350,2018,3.0,0.0,2.0,1.0,1.0,15.0,3.0,6.0,7.0,9.0,47.0,79
314350,2019,2.0,0.0,0.0,2.0,2.0,17.0,3.0,2.0,6.0,4.0,38.0,86
314360,2012,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,12.0,30
314360,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,22
314360,2014,1.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,7.0,2.0,17.0,32
314360,2015,0.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,16.0,35
314360,2016,2.0,0.0,3.0,1.0,3.0,4.0,1.0,0.0,3.0,1.0,18.0,35
314360,2017,4.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0,0.0,14.0,22
314360,2018,1.0,0.0,1.0,0.0,0.0,9.0,5.0,0.0,5.0,1.0,22.0,39
314360,2019,0.0,0.0,2.0,1.0,0.0,8.0,1.0,0.0,3.0,2.0,17.0,22
314370,2012,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0,12.0,29
314370,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,30
314370,2014,4.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,4.0,0.0,16.0,40
314370,2015,2.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0,7.0,0.0,18.0,40
314370,2016,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,3.0,2.0,14.0,26
