CODMUNRES,ano_nasc,Qtd_Robson10,Qtd_Robson9,Qtd_Robson8,Qtd_Robson7,Qtd_Robson6,Qtd_Robson5,Qtd_Robson4,Qtd_Robson3,Qtd_Robson2,Qtd_Robson1,Qtd_cesariana,Qtd_Total
520790,2015,2.0,0.0,0.0,2.0,1.0,20.0,5.0,1.0,8.0,10.0,50.0,107
520790,2016,2.0,0.0,0.0,1.0,0.0,10.0,2.0,5.0,4.0,5.0,30.0,75
520790,2017,5.0,0.0,0.0,1.0,3.0,23.0,2.0,2.0,4.0,10.0,51.0,115
520790,2018,1.0,0.0,2.0,0.0,0.0,18.0,2.0,2.0,5.0,9.0,41.0,102
520790,2019,3.0,0.0,4.0,1.0,0.0,22.0,5.0,4.0,2.0,6.0,48.0,103
520800,2012,86.0,0.0,17.0,51.0,37.0,256.0,44.0,67.0,171.0,194.0,947.0,1719
520800,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.0,1783
520800,2014,61.0,1.0,25.0,31.0,31.0,309.0,91.0,87.0,168.0,173.0,997.0,1776
520800,2015,78.0,1.0,33.0,51.0,38.0,304.0,98.0,69.0,184.0,164.0,1035.0,1807
520800,2016,56.0,1.0,17.0,21.0,29.0,319.0,68.0,109.0,172.0,210.0,1017.0,1784
520800,2017,69.0,1.0,22.0,20.0,12.0,406.0,68.0,117.0,132.0,256.0,1121.0,1834
520800,2018,72.0,4.0,27.0,37.0,31.0,355.0,69.0,84.0,143.0,155.0,993.0,1827
520800,2019,79.0,1.0,23.0,33.0,20.0,373.0,69.0,73.0,140.0,141.0,958.0,1677
520810,2012,1.0,0.0,1.0,0.0,0.0,17.0,2.0,3.0,7.0,7.0,38.0,57
520810,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,62
520810,2014,3.0,0.0,0.0,3.0,0.0,34.0,0.0,0.0,0.0,4.0,44.0,56
520810,2015,2.0,0.0,0.0,3.0,0.0,31.0,0.0,1.0,1.0,2.0,42.0,54
520810,2016,4.0,0.0,0.0,0.0,0.0,17.0,0.0,3.0,4.0,12.0,43.0,52
520810,2017,4.0,0.0,0.0,0.0,2.0,19.0,1.0,2.0,7.0,11.0,48.0,58
520810,2018,1.0,0.0,0.0,1.0,0.0,19.0,8.0,1.0,12.0,8.0,50.0,54
520810,2019,3.0,0.0,2.0,2.0,0.0,26.0,10.0,0.0,17.0,3.0,63.0,71
520815,2012,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,1.0,1.0,13.0,29
520815,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31
520815,2014,1.0,0.0,0.0,0.0,2.0,8.0,1.0,2.0,5.0,2.0,22.0,35
520815,2015,1.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,4.0,1.0,16.0,26
520815,2016,0.0,0.0,2.0,1.0,0.0,10.0,3.0,0.0,2.0,3.0,22.0,34
520815,2017,2.0,0.0,0.0,1.0,0.0,14.0,3.0,0.0,7.0,1.0,28.0,42
520815,2018,1.0,0.0,0.0,1.0,0.0,7.0,2.0,1.0,7.0,2.0,21.0,37
520815,2019,0.0,0.0,0.0,0.0,0.0,8.0,6.0,4.0,1.0,5.0,24.0,35
520830,2012,4.0,0.0,1.0,4.0,0.0,8.0,2.0,4.0,1.0,8.0,44.0,98
520830,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,64
520830,2014,1.0,0.0,0.0,2.0,1.0,8.0,1.0,4.0,3.0,10.0,32.0,88
520830,2015,4.0,0.0,0.0,7.0,7.0,9.0,2.0,5.0,3.0,5.0,44.0,87
520830,2016,4.0,0.0,0.0,6.0,2.0,8.0,3.0,8.0,3.0,5.0,43.0,82
520830,2017,3.0,0.0,0.0,1.0,0.0,12.0,4.0,2.0,4.0,1.0,29.0,64
520830,2018,4.0,0.0,2.0,0.0,1.0,13.0,3.0,4.0,2.0,6.0,35.0,78
520830,2019,3.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,7.0,5.0,27.0,61
520840,2012,11.0,0.0,2.0,1.0,3.0,31.0,7.0,9.0,12.0,20.0,100.0,160
520840,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,168
520840,2014,2.0,0.0,6.0,2.0,2.0,31.0,8.0,16.0,15.0,22.0,110.0,171
520840,2015,1.0,1.0,7.0,3.0,0.0,35.0,8.0,21.0,11.0,23.0,116.0,187
520840,2016,3.0,0.0,6.0,0.0,3.0,54.0,14.0,7.0,23.0,17.0,132.0,198
520840,2017,9.0,1.0,3.0,6.0,0.0,56.0,18.0,2.0,33.0,22.0,154.0,207
520840,2018,13.0,2.0,8.0,4.0,5.0,48.0,17.0,8.0,33.0,19.0,157.0,214
520840,2019,5.0,0.0,0.0,1.0,2.0,44.0,9.0,13.0,21.0,12.0,107.0,175
520850,2012,6.0,0.0,1.0,2.0,0.0,14.0,0.0,1.0,4.0,13.0,49.0,71
520850,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,52
520850,2014,1.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,9.0,4.0,24.0,38
520850,2015,4.0,0.0,0.0,0.0,3.0,11.0,2.0,1.0,10.0,6.0,37.0,49
520850,2016,6.0,0.0,2.0,0.0,2.0,7.0,1.0,2.0,9.0,6.0,35.0,55
520850,2017,0.0,0.0,2.0,1.0,1.0,8.0,4.0,1.0,7.0,4.0,29.0,43
520850,2018,2.0,0.0,2.0,1.0,0.0,10.0,4.0,1.0,8.0,6.0,34.0,53
520850,2019,2.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,6.0,3.0,22.0,27
520860,2012,47.0,2.0,8.0,10.0,6.0,200.0,30.0,32.0,89.0,127.0,591.0,920
520860,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,889
520860,2014,41.0,3.0,14.0,9.0,12.0,211.0,18.0,63.0,69.0,169.0,654.0,936
520860,2015,26.0,2.0,15.0,21.0,23.0,241.0,19.0,59.0,45.0,159.0,659.0,971
520860,2016,16.0,3.0,12.0,11.0,8.0,244.0,7.0,87.0,38.0,235.0,686.0,989
520860,2017,22.0,0.0,15.0,17.0,18.0,263.0,6.0,115.0,36.0,239.0,754.0,941
520860,2018,31.0,1.0,17.0,20.0,16.0,314.0,8.0,137.0,17.0,305.0,890.0,1063
520860,2019,50.0,2.0,12.0,18.0,17.0,350.0,25.0,130.0,53.0,237.0,894.0,1093
520870,2012,2353.0,43.0,411.0,153.0,168.0,2959.0,288.0,469.0,1358.0,1999.0,15945.0,21305
520870,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16380.0,22026
520870,2014,842.0,22.0,503.0,259.0,242.0,3500.0,455.0,1077.0,1333.0,3083.0,17106.0,22971
520870,2015,761.0,15.0,496.0,250.0,248.0,3280.0,400.0,857.0,1435.0,2453.0,16375.0,22866
520870,2016,817.0,11.0,401.0,388.0,292.0,3620.0,384.0,804.0,1251.0,2649.0,15077.0,21125
520870,2017,749.0,21.0,435.0,454.0,334.0,3919.0,374.0,706.0,1361.0,2325.0,15241.0,21418
520870,2018,1041.0,36.0,497.0,547.0,343.0,4882.0,417.0,927.0,1529.0,2690.0,15188.0,21453
520870,2019,1249.0,48.0,435.0,459.0,306.0,5508.0,496.0,1023.0,1631.0,3057.0,14251.0,20565
520880,2012,55.0,0.0,2.0,3.0,1.0,83.0,4.0,18.0,19.0,67.0,360.0,587
520880,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,723
520880,2014,30.0,1.0,3.0,11.0,4.0,111.0,13.0,56.0,31.0,104.0,497.0,746
520880,2015,21.0,0.0,14.0,4.0,10.0,122.0,15.0,62.0,27.0,106.0,553.0,807
520880,2016,30.0,4.0,8.0,19.0,6.0,166.0,15.0,51.0,22.0,105.0,578.0,875
520880,2017,14.0,1.0,16.0,19.0,10.0,179.0,17.0,41.0,41.0,78.0,564.0,910
520880,2018,40.0,3.0,28.0,22.0,15.0,226.0,21.0,47.0,39.0,98.0,589.0,945
520880,2019,50.0,2.0,12.0,16.0,10.0,296.0,32.0,67.0,44.0,110.0,643.0,1037
520890,2012,15.0,0.0,2.0,2.0,3.0,50.0,4.0,10.0,14.0,53.0,186.0,273
520890,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,365
520890,2014,10.0,1.0,4.0,5.0,4.0,66.0,16.0,20.0,23.0,40.0,212.0,312
520890,2015,10.0,1.0,6.0,4.0,5.0,56.0,7.0,15.0,12.0,32.0,174.0,288
520890,2016,4.0,0.0,4.0,5.0,2.0,60.0,3.0,13.0,6.0,55.0,197.0,283
520890,2017,15.0,0.0,0.0,2.0,4.0,66.0,3.0,22.0,11.0,51.0,197.0,280
520890,2018,27.0,0.0,14.0,5.0,5.0,103.0,11.0,26.0,10.0,76.0,286.0,476
520890,2019,27.0,0.0,8.0,11.0,5.0,87.0,5.0,21.0,22.0,52.0,240.0,332
520910,2012,17.0,1.0,5.0,7.0,5.0,100.0,13.0,20.0,68.0,56.0,310.0,443
520910,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,443
520910,2014,38.0,0.0,6.0,6.0,3.0,118.0,33.0,13.0,89.0,18.0,339.0,426
520910,2015,42.0,1.0,12.0,3.0,7.0,103.0,50.0,0.0,105.0,1.0,340.0,463
520910,2016,25.0,0.0,8.0,6.0,4.0,126.0,41.0,3.0,123.0,5.0,345.0,437
520910,2017,34.0,0.0,7.0,3.0,4.0,129.0,35.0,10.0,101.0,10.0,340.0,431
520910,2018,40.0,0.0,5.0,6.0,3.0,123.0,26.0,24.0,85.0,30.0,348.0,443
520910,2019,41.0,0.0,12.0,4.0,3.0,133.0,32.0,20.0,82.0,33.0,360.0,421
520915,2012,6.0,0.0,0.0,2.0,0.0,16.0,3.0,1.0,6.0,6.0,45.0,55
520915,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,65
520915,2014,6.0,0.0,0.0,4.0,2.0,18.0,0.0,2.0,6.0,15.0,56.0,70
520915,2015,1.0,0.0,2.0,2.0,0.0,14.0,0.0,7.0,2.0,11.0,39.0,51
520915,2016,1.0,0.0,2.0,1.0,0.0,15.0,2.0,2.0,5.0,4.0,33.0,41
520915,2017,5.0,0.0,2.0,0.0,0.0,15.0,1.0,3.0,1.0,12.0,41.0,48
520915,2018,3.0,1.0,2.0,0.0,0.0,18.0,1.0,1.0,5.0,9.0,41.0,51
520915,2019,4.0,0.0,2.0,0.0,1.0,21.0,3.0,3.0,4.0,10.0,48.0,52
520920,2012,52.0,1.0,4.0,0.0,2.0,17.0,3.0,6.0,10.0,20.0,142.0,188
520920,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,176
520920,2014,9.0,0.0,2.0,4.0,0.0,24.0,6.0,22.0,7.0,30.0,146.0,193
520920,2015,4.0,0.0,0.0,0.0,3.0,39.0,3.0,5.0,11.0,27.0,133.0,178
520920,2016,8.0,0.0,1.0,9.0,2.0,41.0,6.0,11.0,10.0,29.0,146.0,203
520920,2017,4.0,0.0,0.0,7.0,6.0,43.0,9.0,10.0,16.0,22.0,145.0,210
520920,2018,8.0,0.0,2.0,3.0,4.0,59.0,9.0,10.0,25.0,31.0,161.0,228
520920,2019,13.0,0.0,4.0,4.0,4.0,72.0,9.0,11.0,19.0,27.0,163.0,225
520929,2012,3.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,10.0,23.0,26
520929,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20
520929,2014,3.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,3.0,13.0,18
520929,2015,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,6.0,17.0,22
520929,2016,1.0,0.0,0.0,0.0,1.0,8.0,1.0,1.0,0.0,4.0,18.0,22
520929,2017,1.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,1.0,7.0,21.0,23
520929,2018,4.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,3.0,13.0,19
520929,2019,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,3.0,12.0,14
520940,2012,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,1.0,6.0,15.0,32
520940,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,31
520940,2014,2.0,1.0,2.0,0.0,1.0,6.0,3.0,3.0,2.0,5.0,25.0,52
520940,2015,1.0,0.0,3.0,1.0,1.0,9.0,0.0,4.0,1.0,5.0,25.0,46
520940,2016,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,3.0,12.0,31
520940,2017,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,2.0,4.0,14.0,30
520940,2018,0.0,0.0,0.0,1.0,0.0,8.0,2.0,4.0,2.0,7.0,26.0,37
520940,2019,2.0,0.0,2.0,0.0,1.0,7.0,2.0,2.0,6.0,6.0,28.0,42
520945,2012,1.0,1.0,0.0,0.0,0.0,6.0,1.0,2.0,4.0,2.0,17.0,24
520945,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23
520945,2014,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,7.0,18.0,26
520945,2015,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,4.0,10.0,17
520945,2016,1.0,0.0,0.0,1.0,1.0,9.0,2.0,1.0,1.0,3.0,20.0,32
520945,2017,1.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,1.0,3.0,13.0,18
520945,2018,1.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,7.0,16.0,20
520945,2019,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,7.0,12
520960,2012,4.0,0.0,0.0,1.0,0.0,10.0,0.0,2.0,0.0,4.0,24.0,33
520960,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,47
520960,2014,0.0,0.0,4.0,0.0,2.0,4.0,0.0,3.0,2.0,10.0,29.0,36
520960,2015,1.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,2.0,3.0,16.0,17
520960,2016,2.0,0.0,0.0,0.0,0.0,9.0,1.0,3.0,0.0,7.0,25.0,29
520960,2017,0.0,0.0,2.0,2.0,0.0,6.0,0.0,1.0,2.0,4.0,19.0,24
520960,2018,3.0,0.0,0.0,2.0,1.0,9.0,0.0,3.0,4.0,5.0,29.0,39
520960,2019,1.0,0.0,0.0,0.0,0.0,16.0,2.0,6.0,2.0,15.0,42.0,50
520970,2012,30.0,0.0,2.0,2.0,3.0,36.0,5.0,7.0,15.0,28.0,159.0,233
520970,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,278
520970,2014,30.0,0.0,4.0,5.0,3.0,83.0,3.0,36.0,12.0,59.0,266.0,310
520970,2015,23.0,0.0,5.0,2.0,3.0,52.0,8.0,24.0,12.0,48.0,250.0,329
520970,2016,13.0,1.0,5.0,15.0,3.0,81.0,12.0,35.0,8.0,62.0,260.0,341
520970,2017,12.0,1.0,4.0,9.0,5.0,85.0,13.0,21.0,15.0,38.0,233.0,300
520970,2018,7.0,0.0,6.0,6.0,1.0,79.0,13.0,33.0,19.0,57.0,241.0,335
520970,2019,23.0,0.0,8.0,1.0,3.0,100.0,12.0,34.0,24.0,60.0,265.0,334
520980,2012,2.0,0.0,0.0,1.0,0.0,7.0,5.0,2.0,1.0,4.0,24.0,35
520980,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,40
520980,2014,1.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,3.0,10.0,27.0,39
520980,2015,1.0,0.0,0.0,0.0,1.0,11.0,1.0,6.0,1.0,10.0,34.0,52
520980,2016,3.0,0.0,0.0,0.0,0.0,13.0,1.0,6.0,1.0,5.0,29.0,44
520980,2017,3.0,0.0,4.0,0.0,1.0,15.0,0.0,4.0,3.0,7.0,37.0,52
520980,2018,3.0,0.0,0.0,0.0,0.0,15.0,1.0,8.0,1.0,6.0,35.0,47
520980,2019,2.0,1.0,0.0,2.0,0.0,10.0,1.0,2.0,1.0,11.0,30.0,37
520990,2012,6.0,0.0,0.0,6.0,1.0,23.0,6.0,11.0,16.0,16.0,90.0,192
520990,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,199
520990,2014,1.0,0.0,4.0,3.0,0.0,45.0,10.0,6.0,5.0,17.0,99.0,187
520990,2015,4.0,1.0,2.0,4.0,6.0,31.0,3.0,4.0,11.0,22.0,94.0,187
520990,2016,0.0,1.0,0.0,1.0,0.0,29.0,9.0,8.0,12.0,8.0,75.0,157
520990,2017,1.0,0.0,1.0,4.0,2.0,31.0,8.0,8.0,7.0,10.0,79.0,159
520990,2018,4.0,1.0,2.0,3.0,1.0,22.0,2.0,9.0,6.0,18.0,74.0,128
520990,2019,7.0,0.0,1.0,2.0,1.0,25.0,4.0,11.0,7.0,10.0,68.0,123
520993,2012,3.0,0.0,0.0,0.0,3.0,7.0,0.0,3.0,1.0,14.0,33.0,84
520993,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,84
520993,2014,1.0,0.0,0.0,0.0,1.0,23.0,3.0,3.0,7.0,12.0,51.0,78
520993,2015,2.0,0.0,0.0,0.0,0.0,20.0,5.0,1.0,6.0,6.0,40.0,49
520993,2016,2.0,0.0,2.0,0.0,0.0,21.0,7.0,2.0,8.0,6.0,48.0,68
520993,2017,2.0,0.0,0.0,2.0,1.0,21.0,1.0,2.0,9.0,6.0,47.0,58
520993,2018,2.0,0.0,0.0,1.0,1.0,20.0,3.0,2.0,7.0,4.0,40.0,55
520993,2019,2.0,1.0,2.0,0.0,0.0,15.0,4.0,3.0,7.0,3.0,37.0,51
520995,2012,9.0,0.0,0.0,2.0,6.0,43.0,10.0,3.0,20.0,21.0,152.0,199
520995,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,233
520995,2014,9.0,2.0,4.0,7.0,5.0,73.0,18.0,15.0,34.0,24.0,204.0,250
520995,2015,6.0,3.0,0.0,2.0,0.0,80.0,10.0,23.0,23.0,54.0,215.0,262
520995,2016,4.0,4.0,6.0,4.0,2.0,66.0,17.0,13.0,29.0,30.0,186.0,233
520995,2017,4.0,0.0,1.0,5.0,2.0,73.0,12.0,14.0,33.0,23.0,178.0,208
520995,2018,8.0,1.0,5.0,3.0,0.0,82.0,16.0,24.0,28.0,41.0,213.0,246
520995,2019,12.0,0.0,3.0,1.0,1.0,82.0,23.0,7.0,43.0,25.0,198.0,234
521000,2012,43.0,0.0,10.0,3.0,4.0,194.0,13.0,63.0,43.0,201.0,610.0,722
521000,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,677
521000,2014,38.0,0.0,14.0,6.0,4.0,215.0,11.0,75.0,45.0,181.0,628.0,701
521000,2015,53.0,0.0,14.0,1.0,2.0,230.0,8.0,80.0,28.0,220.0,659.0,776
521000,2016,52.0,0.0,8.0,1.0,8.0,218.0,4.0,55.0,18.0,212.0,598.0,721
521000,2017,45.0,1.0,8.0,5.0,6.0,209.0,8.0,46.0,15.0,163.0,537.0,679
521000,2018,49.0,1.0,13.0,8.0,12.0,234.0,14.0,46.0,34.0,160.0,587.0,711
521000,2019,49.0,0.0,12.0,7.0,4.0,238.0,6.0,40.0,16.0,181.0,553.0,670
521010,2012,14.0,0.0,4.0,1.0,7.0,58.0,4.0,8.0,21.0,42.0,166.0,271
521010,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,308
521010,2014,6.0,1.0,6.0,0.0,2.0,85.0,14.0,19.0,47.0,41.0,231.0,314
521010,2015,8.0,0.0,6.0,6.0,3.0,92.0,12.0,14.0,44.0,44.0,240.0,331
521010,2016,14.0,1.0,7.0,13.0,5.0,88.0,22.0,5.0,53.0,41.0,255.0,341
521010,2017,19.0,0.0,6.0,14.0,10.0,82.0,29.0,9.0,65.0,34.0,275.0,349
521010,2018,15.0,1.0,15.0,16.0,20.0,87.0,24.0,13.0,52.0,33.0,283.0,341
521010,2019,16.0,0.0,9.0,33.0,11.0,79.0,12.0,16.0,58.0,30.0,264.0,311
521015,2012,2.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,19.0,25
521015,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19
521015,2014,0.0,0.0,0.0,0.0,2.0,11.0,1.0,0.0,0.0,4.0,18.0,29
521015,2015,2.0,0.0,2.0,1.0,0.0,11.0,0.0,3.0,6.0,5.0,30.0,42
521015,2016,2.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,4.0,4.0,19.0,31
521015,2017,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,4.0,4.0,18.0,23
521015,2018,0.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,2.0,4.0,17.0,23
521015,2019,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,12.0,25.0,33
521020,2012,28.0,3.0,10.0,4.0,3.0,98.0,2.0,14.0,23.0,122.0,322.0,394
521020,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,387
521020,2014,12.0,0.0,8.0,5.0,4.0,134.0,2.0,24.0,13.0,121.0,337.0,403
521020,2015,6.0,0.0,12.0,7.0,5.0,120.0,1.0,22.0,14.0,110.0,318.0,410
521020,2016,7.0,0.0,3.0,6.0,11.0,126.0,4.0,25.0,9.0,116.0,312.0,425
521020,2017,2.0,1.0,15.0,9.0,10.0,142.0,5.0,35.0,27.0,105.0,355.0,444
521020,2018,5.0,2.0,7.0,7.0,0.0,131.0,2.0,25.0,15.0,89.0,290.0,375
521020,2019,14.0,1.0,8.0,0.0,3.0,183.0,12.0,27.0,43.0,90.0,381.0,458
521030,2012,1.0,0.0,1.0,0.0,2.0,8.0,0.0,1.0,4.0,5.0,22.0,26
521030,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22
521030,2014,1.0,0.0,2.0,3.0,0.0,7.0,0.0,1.0,0.0,10.0,25.0,25
521030,2015,0.0,0.0,0.0,0.0,1.0,7.0,0.0,4.0,0.0,11.0,31.0,34
521030,2016,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,7.0,16.0,22
521030,2017,0.0,0.0,0.0,0.0,0.0,14.0,1.0,2.0,0.0,5.0,22.0,26
521030,2018,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,4.0,15.0,20
521030,2019,1.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,10.0,1.0,25.0,28
521040,2012,49.0,2.0,5.0,5.0,7.0,112.0,17.0,25.0,59.0,83.0,428.0,531
521040,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.0,552
521040,2014,27.0,23.0,8.0,6.0,4.0,119.0,15.0,35.0,33.0,92.0,414.0,524
521040,2015,31.0,3.0,5.0,5.0,2.0,131.0,17.0,42.0,52.0,83.0,437.0,575
521040,2016,18.0,0.0,16.0,6.0,6.0,110.0,4.0,29.0,13.0,106.0,422.0,553
521040,2017,20.0,1.0,8.0,10.0,10.0,154.0,7.0,45.0,19.0,116.0,437.0,588
521040,2018,26.0,1.0,14.0,16.0,10.0,164.0,8.0,50.0,22.0,122.0,464.0,607
521040,2019,30.0,4.0,6.0,22.0,11.0,180.0,5.0,52.0,18.0,109.0,440.0,582
521056,2012,6.0,0.0,2.0,0.0,0.0,14.0,2.0,4.0,1.0,16.0,48.0,55
521056,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,58
521056,2014,0.0,0.0,2.0,0.0,0.0,15.0,0.0,8.0,5.0,9.0,42.0,49
521056,2015,4.0,0.0,0.0,0.0,0.0,24.0,2.0,6.0,6.0,18.0,61.0,68
521056,2016,2.0,0.0,0.0,0.0,0.0,18.0,0.0,3.0,2.0,13.0,48.0,59
521056,2017,5.0,0.0,0.0,0.0,0.0,25.0,1.0,9.0,0.0,18.0,63.0,74
521056,2018,5.0,0.0,4.0,1.0,0.0,9.0,0.0,4.0,2.0,13.0,41.0,54
521056,2019,4.0,1.0,0.0,0.0,1.0,26.0,1.0,3.0,1.0,14.0,51.0,61
521060,2012,3.0,2.0,1.0,1.0,1.0,7.0,0.0,6.0,4.0,13.0,40.0,46
521060,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,42
521060,2014,2.0,0.0,2.0,1.0,0.0,12.0,4.0,5.0,3.0,18.0,48.0,52
521060,2015,3.0,0.0,1.0,0.0,0.0,9.0,1.0,5.0,2.0,10.0,36.0,40
521060,2016,8.0,0.0,0.0,1.0,0.0,12.0,1.0,1.0,1.0,11.0,41.0,44
521060,2017,3.0,0.0,0.0,0.0,0.0,10.0,3.0,6.0,2.0,11.0,40.0,45
521060,2018,2.0,0.0,0.0,0.0,0.0,23.0,0.0,3.0,0.0,18.0,47.0,54
521060,2019,2.0,0.0,0.0,0.0,1.0,12.0,0.0,5.0,2.0,8.0,30.0,39
521080,2012,13.0,0.0,0.0,1.0,1.0,18.0,5.0,6.0,4.0,9.0,62.0,76
521080,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,80
521080,2014,8.0,0.0,0.0,0.0,0.0,15.0,3.0,4.0,8.0,8.0,47.0,66
521080,2015,0.0,1.0,2.0,1.0,0.0,12.0,2.0,3.0,8.0,11.0,42.0,58
521080,2016,2.0,0.0,2.0,0.0,0.0,16.0,4.0,1.0,4.0,8.0,37.0,51
521080,2017,1.0,0.0,2.0,0.0,0.0,13.0,4.0,1.0,6.0,5.0,32.0,39
521080,2018,5.0,2.0,0.0,2.0,0.0,13.0,5.0,5.0,10.0,5.0,47.0,61
521080,2019,1.0,0.0,0.0,1.0,0.0,18.0,3.0,1.0,7.0,5.0,36.0,50
521090,2012,9.0,3.0,6.0,1.0,3.0,53.0,6.0,5.0,25.0,47.0,161.0,268
